Country,Year,Total,Total Including Landuse,CO2 Only
Thailand,2007,326.9251,328.5651,235.2041
Thailand,2008,331.015,331.1383,238.5435
Thailand,2009,330.2496,329.8544,233.5025
Thailand,2010,355.4236,355.7681,254.3544
Thailand,2011,359.4975,358.1742,259.966
Thailand,2012,375.7001,375.7072,273.0925
Togo,1990,3.5539,12.5286,0.7679
Togo,1991,3.4047,11.7043,0.7142
Togo,1992,3.1247,11.4359,0.5459
Togo,1993,3.0057,11.3285,0.4259
Togo,1994,3.3012,11.6356,0.7229
Togo,1995,3.2308,11.5769,0.7459
Togo,1996,3.781,12.1514,1.1452
Togo,1997,3.8258,12.2313,0.8688
Togo,1998,4.4388,12.9594,1.0692
Togo,1999,4.5525,13.1717,1.3904
Togo,2000,4.6596,13.0621,1.2881
Togo,2001,4.6008,13.0499,1.2094
Togo,2002,4.719,13.1789,1.2894
Togo,2003,5.0487,13.5032,1.4894
Togo,2004,4.7349,13.1681,1.4294
Togo,2005,5.5527,14.0463,1.3794
Togo,2006,4.9284,13.3469,1.2994
Togo,2007,4.9674,13.3938,1.3946
Togo,2008,5.6462,14.0801,1.7742
Togo,2009,6.6957,15.134,2.8389
Togo,2010,6.5233,14.9834,2.6316
Togo,2011,6.8952,15.3618,2.7667
Togo,2012,5.8389,5.8001,1.62
Tonga,1990,0.2276,0.2276,0.0769
Tonga,1991,0.2464,0.2464,0.0953
Tonga,1992,0.224,0.224,0.0696
Tonga,1993,0.2387,0.2387,0.0843
Tonga,1994,0.2449,0.2449,0.0916
Tonga,1995,0.2453,0.2453,0.0953
Tonga,1996,0.2288,0.2288,0.0769
Tonga,1997,0.2519,0.2519,0.0989
Tonga,1998,0.2423,0.2423,0.0879
Tonga,1999,0.2675,0.2675,0.1099
Tonga,2000,0.2563,0.2563,0.0953
Tonga,2001,0.251,0.251,0.0879
Tonga,2002,0.2678,0.2678,0.1026
Tonga,2003,0.3085,0.3085,0.1172
Tonga,2004,0.2839,0.2839,0.1099
Tonga,2005,0.288,0.288,0.1136
Tonga,2006,0.3033,0.3033,0.1282
Tonga,2007,0.2891,0.2891,0.1136
Tonga,2008,0.2991,0.2991,0.1209
Tonga,2009,0.3397,0.3397,0.1319
Tonga,2010,0.3195,0.3195,0.1172
Tonga,2011,0.29,0.29,0.1026
Tonga,2012,0.3927,0.3927,0.1888
Trinidad & Tobago,1990,18.5161,18.8446,17.6097
Trinidad & Tobago,1991,17.7248,18.0203,16.8126
Trinidad & Tobago,1992,16.6687,16.9638,15.762
Trinidad & Tobago,1993,17.0875,17.3821,16.1972
Trinidad & Tobago,1994,18.1082,18.4024,17.2237
Trinidad & Tobago,1995,18.1799,18.4738,17.2908
Trinidad & Tobago,1996,19.7458,20.0393,18.8185
Trinidad & Tobago,1997,20.2776,20.5697,19.3551
Trinidad & Tobago,1998,22.1273,22.4223,21.2071
Trinidad & Tobago,1999,23.0492,23.341,22.1198
Trinidad & Tobago,2000,23.868,24.1624,22.9046
Trinidad & Tobago,2001,26.1641,26.2582,25.2055
Trinidad & Tobago,2002,27.6207,27.7153,26.4724
Trinidad & Tobago,2003,26.8264,26.9273,25.8111
Trinidad & Tobago,2004,28.6234,28.7279,27.6011
Trinidad & Tobago,2005,34.671,34.7682,33.6265
Trinidad & Tobago,2006,38.268,38.5997,37.1927
Trinidad & Tobago,2007,39.9504,40.288,38.8485
Trinidad & Tobago,2008,38.8212,39.1511,37.5499
Trinidad & Tobago,2009,38.4761,38.8053,37.2551
Trinidad & Tobago,2010,41.4226,41.7742,40.0895
Trinidad & Tobago,2011,40.8868,41.2147,39.6095
Trinidad & Tobago,2012,40.0752,40.4024,38.6704
Tunisia,1990,19.2755,19.3011,13.7251
Tunisia,1991,20.231,19.6041,14.4069
Tunisia,1992,21.0438,20.4178,15.1623
Tunisia,1993,22.9486,22.3234,16.8749
Tunisia,1994,22.787,22.1626,17.0183
Tunisia,1995,23.1142,22.4907,17.3967
Tunisia,1996,24.281,23.6579,17.9494
Tunisia,1997,24.7976,24.1753,18.6502
Tunisia,1998,25.9145,25.2932,19.4508
Tunisia,1999,27.082,26.4615,20.41
Tunisia,2000,28.3796,27.7644,21.5521
Tunisia,2001,29.1199,28.6011,22.2622
Tunisia,2002,28.9796,28.4629,22.2711
Tunisia,2003,29.3027,28.7883,22.4347
Tunisia,2004,30.4558,29.9436,23.5161
Tunisia,2005,31.409,30.8991,24.2387
Tunisia,2006,32.1635,31.3791,24.8317
Tunisia,2007,32.5361,31.7435,25.1129
Tunisia,2008,33.2573,32.4552,25.7357
Tunisia,2009,33.8292,33.0183,25.9654
Tunisia,2010,35.5905,34.7707,27.7875
Tunisia,2011,34.2156,33.3914,26.3155
Tunisia,2012,31.5347,30.6972,23.3462
Turkey,1990,203.6952,197.5833,139.1453
Turkey,1991,208.1938,187.9013,142.3585
Turkey,1992,219.9435,199.5724,148.847
Turkey,1993,231.6191,211.1694,156.0116
Turkey,1994,229.9337,209.4054,153.4725
Turkey,1995,249.3527,228.7458,169.3168
Turkey,1996,268.0494,247.3638,186.5677
Turkey,1997,278.0731,257.3038,195.0108
Turkey,1998,282.1781,261.3374,197.2557
Turkey,1999,280.6383,259.7171,194.1679
Turkey,2000,306.1398,285.1328,218.6434
Turkey,2001,281.5879,252.3849,197.4086
Turkey,2002,291.4131,262.2695,208.4887
Turkey,2003,301.8261,272.7483,219.6109
Turkey,2004,308.1909,279.1778,226.5831
Turkey,2005,319.4711,290.5254,237.6862
Turkey,2006,346.1562,316.9815,263.3448
Turkey,2007,372.4663,343.3687,289.6971
Turkey,2008,371.4582,342.4143,290.4602
Turkey,2009,366.3799,337.3548,283.2091
Turkey,2010,378.8813,349.9081,297.1466
Turkey,2011,401.6927,372.7744,317.3265
Turkey,2012,419.7012,390.8648,332.2792
Turkmenistan,1990,,,45.2276
Turkmenistan,1991,,,38.4223
Turkmenistan,1992,51.9029,51.9032,28.1596
Turkmenistan,1993,50.5283,50.5285,26.6896
Turkmenistan,1994,56.1871,56.1874,32.8681
Turkmenistan,1995,56.27,56.2702,33.3862
Turkmenistan,1996,53.6112,53.6115,29.6635
Turkmenistan,1997,54.5745,54.5746,29.9135
Turkmenistan,1998,55.9073,55.9074,30.5635
Turkmenistan,1999,62.6765,62.6767,35.7235
Turkmenistan,2000,65.4063,65.4069,36.7835
Turkmenistan,2001,68.2971,68.0038,37.9135
Turkmenistan,2002,71.7427,71.4494,39.7335
Turkmenistan,2003,78.8275,78.5342,44.3135
Turkmenistan,2004,82.4826,82.1893,46.2848
Turkmenistan,2005,85.9082,85.6149,48.1424
Turkmenistan,2006,88.2644,88.2644,49.554
Turkmenistan,2007,95.2661,95.2661,56.145
Turkmenistan,2008,98.9931,98.9956,58.6886
Turkmenistan,2009,91.7038,91.7038,51.0994
Turkmenistan,2010,99.2655,99.2659,57.8435
Turkmenistan,2011,104.981,104.981,63.0271
Turkmenistan,2012,108.3202,108.3202,65.2114
Uganda,1990,14.325,32.9867,0.8024
Uganda,1991,14.8647,33.5298,0.8281
Uganda,1992,15.2012,33.8697,0.8391
Uganda,1993,15.6323,34.3041,0.8317
Uganda,1994,15.4467,34.1219,0.7621
Uganda,1995,16.0536,34.7322,0.9929
Uganda,1996,16.1332,34.7742,1.1139
Uganda,1997,16.8318,35.8202,1.1468
Uganda,1998,17.947,37.196,1.3484
Uganda,1999,17.3846,36.8362,1.407
Uganda,2000,17.6521,36.6842,1.5316
Uganda,2001,18.2855,36.4554,1.6195
Uganda,2002,18.6704,37.1507,1.6671
Uganda,2003,20.6772,39.2705,1.7074
Uganda,2004,20.2976,39.2043,1.8503
Uganda,2005,23.0209,41.5814,2.2827
Uganda,2006,20.7057,38.5287,2.6527
Uganda,2007,24.0724,41.7148,3.1254
Uganda,2008,29.4938,47.2942,3.1584
Uganda,2009,29.1266,47.4103,3.3745
Uganda,2010,30.9375,48.8025,3.5871
Uganda,2011,30.7431,48.9524,3.7959
Uganda,2012,30.8518,49.4258,2.5477
Ukraine,1990,,,699.6879
Ukraine,1991,,,663.7345
Ukraine,1992,737.9824,751.262,569.4874
Ukraine,1993,648.2878,602.6213,494.0046
Ukraine,1994,556.9334,510.9934,413.8292
Ukraine,1995,526.2639,480.0504,396.5686
Ukraine,1996,465.6858,419.097,343.2488
Ukraine,1997,443.9393,397.034,326.2592
Ukraine,1998,417.5732,370.4052,306.9546
Ukraine,1999,410.7707,363.2795,303.3456
Ukraine,2000,399.4949,351.4693,294.6054
Ukraine,2001,402.8591,380.1191,299.2409
Ukraine,2002,407.3335,385.5514,302.5077
Ukraine,2003,438.4222,415.7155,334.2181
Ukraine,2004,420.2449,397.0811,317.4881
Ukraine,2005,413.1207,389.6399,311.6612
Ukraine,2006,418.8138,396.1321,317.1244
Ukraine,2007,423.4066,401.423,321.4046
Ukraine,2008,416.2839,393.4963,312.4743
Ukraine,2009,358.9434,336.1029,257.2302
Ukraine,2010,379.0484,355.3193,276.3719
Ukraine,2011,395.1084,371.4599,290.6295
Ukraine,2012,390.3264,366.3097,286.309
United Arab Emirates,1990,74.6293,74.6285,55.6683
United Arab Emirates,1991,81.3494,80.1579,61.8173
United Arab Emirates,1992,80.1467,78.9552,60.0435
United Arab Emirates,1993,83.2622,82.0707,62.6096
United Arab Emirates,1994,89.9592,88.7676,68.7314
United Arab Emirates,1995,95.0334,93.8417,73.2447
United Arab Emirates,1996,103.6307,102.439,81.2198
United Arab Emirates,1997,105.0835,103.8918,82.0632
United Arab Emirates,1998,109.5297,108.338,85.8918
United Arab Emirates,1999,111.9721,110.7803,87.7026
United Arab Emirates,2000,115.8483,114.6565,90.9796
United Arab Emirates,2001,116.044,115.9926,90.2373
United Arab Emirates,2002,127.435,127.3836,100.5838
United Arab Emirates,2003,134.8123,134.7609,106.9423
United Arab Emirates,2004,141.0168,140.9655,112.4196
United Arab Emirates,2005,145.1386,145.0873,115.6469
United Arab Emirates,2006,154.0856,153.8659,123.5274
United Arab Emirates,2007,166.1127,165.9112,134.6931
United Arab Emirates,2008,188.8765,188.6566,156.7681
United Arab Emirates,2009,192.0772,191.8681,158.7801
United Arab Emirates,2010,196.7998,196.5869,163.0054
United Arab Emirates,2011,203.092,202.8791,168.7189
United Arab Emirates,2012,216.2559,216.0427,181.2981
United Kingdom,1990,739.5569,745.9895,556.5743
United Kingdom,1991,746.2201,749.5857,570.6296
United Kingdom,1992,723.5179,726.9282,554.735
United Kingdom,1993,705.6471,709.1022,543.0054
United Kingdom,1994,695.4414,698.9413,537.8985
United Kingdom,1995,677.7353,681.2799,526.6735
United Kingdom,1996,692.0923,695.6863,546.0151
United Kingdom,1997,663.3763,667.0065,524.2352
United Kingdom,1998,661.4721,665.1457,528.8445
United Kingdom,1999,652.2804,656.0021,526.1346
United Kingdom,2000,651.8147,655.5778,533.8217
United Kingdom,2001,657.9418,654.6169,546.1535
United Kingdom,2002,638.1117,634.7504,530.6608
United Kingdom,2003,646.0904,642.9175,542.6794
United Kingdom,2004,642.9906,639.5566,543.62
United Kingdom,2005,636.7542,633.303,541.5545
United Kingdom,2006,637.4234,634.8015,543.2663
United Kingdom,2007,622.7234,620.217,530.0209
United Kingdom,2008,601.0256,598.3549,509.8235
United Kingdom,2009,552.2105,549.5163,461.8368
United Kingdom,2010,568.9216,566.2059,478.9023
United Kingdom,2011,531.8299,529.1741,441.9302
United Kingdom,2012,553.4286,550.6643,463.4556
United States,1990,5936.9291,5743.9826,4912.6814
United States,1991,5905.4851,5616.8082,4878.6746
United States,1992,5972.0025,5682.5466,4934.9574
United States,1993,6101.3405,5811.1057,5057.4051
United States,1994,6191.5234,5900.5096,5140.2143
United States,1995,6249.7145,5957.9217,5193.6996
United States,1996,6418.0053,6121.1245,5359.2681
United States,1997,6592.3729,6291.2505,5538.4548
United States,1998,6580.6979,6281.1102,5527.8655
United States,1999,6605.6281,6308.5955,5555.7168
United States,2000,6789.2061,6486.665,5747.8546
United States,2001,6762.7255,6380.7895,5728.176
United States,2002,6683.3357,6311.5761,5656.2335
United States,2003,6757.8776,6381.6644,5733.5668
United States,2004,6839.2989,6495.9334,5820.2978
United States,2005,6841.4956,6480.3216,5830.4835
United States,2006,6770.2799,6363.5451,5741.3823
United States,2007,6865.1621,6474.1726,5818.1865
United States,2008,6698.5335,6288.5083,5638.2693
United States,2009,6293.8451,5901.0481,5224.0551
United States,2010,6557.9283,6147.4081,5469.9155
United States,2011,6435.9892,6024.3937,5334.3187
United States,2012,6235.0972,5822.8704,5122.9094
Uruguay,1990,26.2135,26.0375,3.9992
Uruguay,1991,27.722,6.5294,4.5492
Uruguay,1992,29.1504,7.9217,4.9192
Uruguay,1993,29.574,8.3092,4.6392
Uruguay,1994,29.4268,8.1259,4.4217
Uruguay,1995,29.6296,8.2927,4.8204
Uruguay,1996,31.0271,9.6515,5.6808
Uruguay,1997,30.7888,9.3763,5.7984
Uruguay,1998,30.4901,9.0525,6.056
Uruguay,1999,31.5088,10.0281,7.092
Uruguay,2000,29.5086,8.0028,5.6081
Uruguay,2001,29.2943,19.8202,5.2356
Uruguay,2002,29.4244,19.941,4.7483
Uruguay,2003,30.2666,20.7751,4.724
Uruguay,2004,32.005,22.5236,5.6878
Uruguay,2005,32.0853,22.6475,5.5978
Uruguay,2006,34.1075,14.4858,6.5178
Uruguay,2007,33.1976,13.5259,6.1078
Uruguay,2008,35.6945,16.0044,8.0078
Uruguay,2009,35.5566,15.844,8.184
Uruguay,2010,33.0818,13.3243,6.6683
Uruguay,2011,34.5688,14.8128,7.8883
Uruguay,2012,34.5565,14.7594,8.39
Uzbekistan,1990,,,124.3714
Uzbekistan,1991,,,127.9199
Uzbekistan,1992,191.3155,191.3623,117.0685
Uzbekistan,1993,193.6713,191.5165,116.4017
Uzbekistan,1994,195.7135,193.5369,114.8326
Uzbekistan,1995,187.5537,185.3553,103.2728
Uzbekistan,1996,189.1446,186.9214,104.4351
Uzbekistan,1997,196.0401,193.7906,107.2851
Uzbekistan,1998,209.348,207.0769,119.2728
Uzbekistan,1999,213.245,210.9496,121.6977
Uzbekistan,2000,212.6314,210.3321,119.7851
Uzbekistan,2001,214.8526,212.5742,121.2332
Uzbekistan,2002,218.019,215.543,126.1632
Uzbekistan,2003,215.4138,212.8659,121.0026
Uzbekistan,2004,213.9834,211.4127,117.7145
Uzbekistan,2005,209.413,206.8185,111.0945
Uzbekistan,2006,217.9013,216.5845,113.3396
Uzbekistan,2007,220.579,219.3087,114.179
Uzbekistan,2008,225.4686,224.1962,116.4603
Uzbekistan,2009,218.1934,217.0314,105.9648
Uzbekistan,2010,218.7058,217.396,103.5858
Uzbekistan,2011,231.7743,230.4853,112.6981
Uzbekistan,2012,239.0444,237.7777,116.0443
Vanuatu,1990,0.45,0.5438,0.0696
Vanuatu,1991,0.4595,0.492,0.066
Vanuatu,1992,0.4811,0.5137,0.066
Vanuatu,1993,0.5056,0.5382,0.066
Vanuatu,1994,0.5116,0.5442,0.066
Vanuatu,1995,0.5146,0.5471,0.066
Vanuatu,1996,0.5365,0.5688,0.0843
Vanuatu,1997,0.5438,0.5766,0.0879
Vanuatu,1998,0.5438,0.5761,0.0843
Vanuatu,1999,0.5444,0.5767,0.0843
Vanuatu,2000,0.5223,0.5545,0.0806
Vanuatu,2001,0.5124,0.5447,0.0879
Vanuatu,2002,0.5139,0.5471,0.0843
Vanuatu,2003,0.525,0.5577,0.0806
Vanuatu,2004,0.5105,0.5427,0.055
Vanuatu,2005,0.5187,0.5543,0.055
Vanuatu,2006,0.521,0.392,0.0476
Vanuatu,2007,0.6384,0.5093,0.0953
Vanuatu,2008,0.6413,0.5122,0.0916
Vanuatu,2009,0.6412,0.5121,0.1172
Vanuatu,2010,0.6542,0.5252,0.1172
Vanuatu,2011,0.6956,0.5665,0.1429
Vanuatu,2012,0.7263,0.5972,0.1661
Venezuela,1990,182.7209,293.5557,114.8375
Venezuela,1991,185.0717,292.074,114.9101
Venezuela,1992,187.2261,294.4392,115.5886
Venezuela,1993,193.5839,301.0078,121.0121
Venezuela,1994,196.455,304.0897,121.6314
Venezuela,1995,206.0645,313.91,129.5049
Venezuela,1996,219.6154,327.5854,142.0459
Venezuela,1997,226.2539,334.5874,147.4404
Venezuela,1998,228.3267,338.7768,148.0472
Venezuela,1999,212.4405,321.3177,131.2178
Venezuela,2000,223.6914,333.0653,140.3458
Venezuela,2001,226.726,344.3602,143.7598
Venezuela,2002,224.5425,339.6208,141.6557
Venezuela,2003,216.4395,335.0117,133.3559
Venezuela,2004,220.6309,336.0577,138.2138
Venezuela,2005,247.9068,364.0977,165.4865
Venezuela,2006,237.7132,350.8334,156.3481
Venezuela,2007,235.915,350.2784,154.6336
Venezuela,2008,274.4263,387.6657,192.6715
Venezuela,2009,272.2246,385.1791,191.1819
Venezuela,2010,275.5289,391.5631,200.1699
Venezuela,2011,259.6081,372.2705,183.7022
Venezuela,2012,283.9004,396.7376,207.054
Vietnam,1990,70.0878,93.0959,18.4458
Vietnam,1991,73.0941,24.2306,18.3949
Vietnam,1992,76.5426,28.3588,20.2732
Vietnam,1993,82.6337,35.1297,24.4869
Vietnam,1994,88.4743,41.65,26.9566
Vietnam,1995,94.2193,48.0748,31.2
Vietnam,1996,102.029,56.4859,35.0194
Vietnam,1997,109.3994,64.3939,40.7638
Vietnam,1998,118.7641,75.5856,45.5817
Vietnam,1999,122.7999,79.5632,46.349
Vietnam,2000,130.312,87.8121,51.3587
Vietnam,2001,135.2997,114.4404,57.47
Vietnam,2002,148.6168,130.4899,68.0835
Vietnam,2003,156.6297,140.707,73.372
Vietnam,2004,174.6493,161.1582,87.0333
Vietnam,2005,182.3031,171.4986,95.7326
Vietnam,2006,188.0227,172.8962,99.8712
Vietnam,2007,200.7509,186.9188,110.8894
Vietnam,2008,212.7368,198.0889,122.8766
Vietnam,2009,233.1994,219.1656,139.1825
Vietnam,2010,250.7791,237.8239,158.7239
Vietnam,2011,255.9116,242.3148,164.707
Vietnam,2012,264.2005,251.1827,173.0497
World,1990,30423.74529,33937.21432,21713.1374
World,1991,30648.47054,33280.59763,21951.7149
World,1992,30587.1651,33295.26431,21878.4518
World,1993,30693.06597,33408.57548,22007.8029
World,1994,30900.04943,33628.93115,22175.4869
World,1995,31558.60459,34309.97387,22779.9108
World,1996,32226.70639,34980.05164,23380.9855
World,1997,32507.72787,35412.70247,23620.8081
World,1998,32700.06585,35683.94669,23721.903
World,1999,32970.28043,35828.67602,23887.1723
World,2000,33886.61512,36679.71736,24758.1186
World,2001,34257.15087,37366.03728,24999.0583
World,2002,34852.06885,38123.23356,25439.4626
World,2003,36152.10262,39449.47109,26612.468
World,2004,37607.34796,40841.06103,27879.3783
World,2005,38781.92774,42000.97215,28893.3528
World,2006,39889.96925,42779.40812,29848.5048
World,2007,41135.07125,43915.81001,30912.6334
World,2008,41524.99632,44372.42347,31146.3714
World,2009,41236.89253,44002.55874,30718.4937
World,2010,42968.09055,45747.7099,32339.9359
World,2011,44190.65258,46905.71681,33370.9744
World,2012,44815.53514,47598.55416,33843.0497
Yemen,1990,12.1178,12.1178,6.844
Yemen,1991,13.5503,13.5503,8.485
Yemen,1992,14.3094,14.3094,9.1094
Yemen,1993,13.4271,13.4271,8.1194
Yemen,1994,13.7857,13.7857,8.4694
Yemen,1995,15.3055,15.3055,9.8823
Yemen,1996,15.6946,15.6946,10.083
Yemen,1997,16.7898,16.7898,10.8656
Yemen,1998,17.9367,17.9367,11.7472
Yemen,1999,19.5202,19.5202,13.1955
Yemen,2000,20.4322,20.4322,13.9062
Yemen,2001,21.9684,21.9684,15.1238
Yemen,2002,22.1234,22.1234,15.2068
Yemen,2003,24.9418,24.9418,17.4394
Yemen,2004,26.1534,26.1534,18.4394
Yemen,2005,27.1861,27.1861,19.4231
Yemen,2006,27.4316,27.4316,19.4328
Yemen,2007,30.2352,30.2352,21.7982
Yemen,2008,31.1352,31.1352,22.5244
Yemen,2009,33.1691,33.1691,24.3767
Yemen,2010,35.3965,35.3965,26.3717
Yemen,2011,31.096,31.096,21.9335
Yemen,2012,29.8396,29.8396,20.5386
Zambia,1990,41.5521,116.2614,2.8162
Zambia,1991,41.4244,116.1327,2.9432
Zambia,1992,41.1094,115.8177,2.9122
Zambia,1993,40.2333,114.9417,2.5859
Zambia,1994,39.1081,113.8164,2.2092
Zambia,1995,38.3845,113.0928,2.2039
Zambia,1996,37.1099,115.9699,1.8422
Zambia,1997,37.4198,112.0406,2.3605
Zambia,1998,38.6243,113.4516,2.2559
Zambia,1999,36.5002,107.4191,1.8402
Zambia,2000,35.419,109.0546,1.8905
Zambia,2001,37.9492,108.9638,1.9063
Zambia,2002,36.9882,107.3467,1.9736
Zambia,2003,39.4996,113.0241,2.1259
Zambia,2004,41.2977,118.8944,2.1442
Zambia,2005,43.0574,128.3846,2.3062
Zambia,2006,41.2828,116.6618,2.2648
Zambia,2007,42.1081,116.1598,1.6875
Zambia,2008,43.3726,120.2766,1.8885
Zambia,2009,43.2185,113.2465,2.1197
Zambia,2010,45.9279,121.6856,2.3106
Zambia,2011,46.5029,120.2692,2.8062
Zambia,2012,46.3339,119.8056,2.76
Zimbabwe,1990,32.8233,70.6965,16.3481
Zimbabwe,1991,33.1777,71.0497,18.0624
Zimbabwe,1992,33.87,71.7409,18.227
Zimbabwe,1993,30.6083,68.4779,16.9083
Zimbabwe,1994,29.8207,67.6892,15.8049
Zimbabwe,1995,29.3953,67.2626,15.3336
Zimbabwe,1996,30.651,68.5888,14.7283
Zimbabwe,1997,29.5322,67.6518,13.7296
Zimbabwe,1998,30.4789,68.6263,13.9696
Zimbabwe,1999,32.6292,70.6344,15.6983
Zimbabwe,2000,29.9385,67.7017,13.5983
Zimbabwe,2001,30.4943,68.2535,13.7594
Zimbabwe,2002,27.0036,64.7705,12.3504
Zimbabwe,2003,24.6692,62.4362,10.0779
Zimbabwe,2004,24.8346,62.602,9.6592
Zimbabwe,2005,24.8613,62.7354,10.4204
Zimbabwe,2006,24.4569,62.0844,9.7981
Zimbabwe,2007,24.6141,62.2878,9.6679
Zimbabwe,2008,23.0814,60.8908,7.5479
Zimbabwe,2009,24.0993,61.7536,8.3881
Zimbabwe,2010,24.9543,62.6195,9.1394
Zimbabwe,2011,25.9958,63.6836,9.987
Zimbabwe,2012,25.2187,62.9284,9.98
